开课院系,课程号,课序号,课程名,学分,主讲教师,本科生课容量,本科生课余量,研究生课容量,研究生课余量,上课时间,课程特色,年级,通识选秀课组
电子系,80230212,200,信道编码,2,夏树涛,0,0,40,35,"1-2(前八周),3-1(前八周)",外文授课比例≥50%(双语课),,
电子系,80230392,0,模糊数学及其应用,2,杨健,10,10,16,8,"3-1(前八周),5-2(前八周)",,,
电子系,80230482,0,时域有限差分法,2,杜正伟,0,0,25,20,4-2(全周),,,
电子系,80230502,0,无线定位系统的原理与应用,2,陆明泉,0,0,30,21,3-6(1-11周),,,
电子系,80230552,0,宽带无线数字通信,2,赵明,0,0,50,43,3-1(全周),,,
电子系,80230572,0,纳结构光电子学导论,2,刘仿,0,0,30,23,2-3(全周),,,
电子系,80230682,0,光子晶体与光学微腔基础,2,崔开宇,25,18,25,19,1-3(全周),,,
电子系,80230692,0,雷达成像原理与技术,2,李刚,15,15,30,20,4-2(全周),,,
电子系,80230702,0,无线自组织网络技术,2,周盛,0,0,35,26,2-4(全周),,,
电子系,80230752,0,嵌入式计算系统及SoC软硬件,2,刘勇攀,0,0,35,35,2-6(全周),,,
电子系,80230882,0,低维半导体量子器件基础,2,郝智彪,0,0,22,15,4-2(全周),,,
电子系,80230902,0,超快光学,2,郑小平,0,0,25,19,5-3(全周),,,
电子系,80230932,0,自然语言处理与文本挖掘,2,吴及,14,13,20,5,2-2(全周),,,
电子系,80230942,0,音频信号处理系统,2,窦维蓓,8,8,14,9,"2-4(1-11周),2-3(1-11周)",,,
电子系,80230953,0,界面电磁学的理论与工程,3,杨帆,10,10,12,5,3-2(全周),全外文授课,,
电子系,80230992,0,微纳光电子材料与器件工艺原理,2,盛兴,10,0,28,22,2-6(全周),全外文授课,,
电子系,80231001,1,微纳光电子材料与器件工艺原理,1,盛兴,0,0,10,8,"6-3(5-6,11-12周),6-2(5-…",,,
电子系,80231001,2,微纳光电子材料与器件工艺原理,1,李洪涛,0,0,10,7,"6-3(5-6,11-12周),6-2(5-…",,,
电子系,80231032,0,移动数据挖掘,2,李勇,10,7,20,7,4-1(全周),,,
电子系,80231072,0,未来移动通信新空口技术,2,杨昉,20,17,20,15,2-2(全周),,,
电子系,80231093,0,固体表面分析技术,3,李洪涛,5,2,25,16,"2-4(全周),2-3(全周)",,,
电子系,80231133,0,高等机器学习,3,张卫强,0,0,80,40,1-2(全周),,,
电子系,80231152,0,光量子信息技术导论,2,张巍,10,6,20,14,3-1(全周),,,
电子系,80231182,0,高效微波通信电路,2,陈文华,5,5,30,21,2-4(全周),,,
电子系,80231193,0,人工智能技术导论,3,代季峰,30,22,70,1,3-2(全周),,,
电子系,80231202,0,高等计算机视觉,2,李亚利,10,0,40,23,5-2(全周),,,
电子系,80231213,0,模拟数字数据转换器设计,3,孙楠,20,12,40,3,"5-4(全周),5-3(全周)",,,
电子系,80231252,0,通信网络设计实例研究,2,宋健,11,11,13,11,4-2(全周),全外文授课,,
电子系,80231262,0,医学信息与工程,2,吴及,20,18,20,2,4-2(全周),,,
电子系,80231282,0,先进电子材料,2,汪莱,10,7,20,10,1-3(全周),,,
电子系,80231292,0,计算机视觉与图像分析,2,王生进,10,3,23,4,1-3(全周),,,
电子系,80231312,0,光组网技术与应用,2,郑小平,15,11,20,17,1-1(全周),,,
电子系,80231332,0,智能光子计算导论,2,林星,10,7,20,15,3-2(全周),,,
电子系,80231392,0,人工智能基础软硬件核心技术,2,汪玉,45,2,30,0,3-6(全周),,,
计算机系,80240113,200,面向对象技术与应用,3,郑海涛,0,0,100,85,"7-1(3-4周),5-4(3-4周),5…",,,
计算机系,80240133,0,现代优化算法――设计与实践,3,董社勤,0,0,50,50,1-6(全周),,,
计算机系,80240153,0,计算科学与工程中的并行编程技术,3,甘霖,0,0,30,3,1-2(全周),,,
计算机系,80240262,0,信息检索的前沿研究,2,张敏,0,0,30,22,1-3(全周),,,
计算机系,80240303,0,网络存储技术,3,陆游游,0,0,25,15,3-6(全周),,,
计算机系,80240352,0,计算机网络安全技术,2,刘保君,0,0,20,0,1-6(全周),,,
计算机系,80240362,0,计算机网络管理,2,王继龙,0,0,35,13,2-3(全周),,,
计算机系,80240533,0,人机交互技术,3,王运涛,0,0,40,4,"3-4(全周),3-3(全周)",,,
计算机系,80240563,0,下一代互联网,3,李丹,0,0,25,2,"1-4(全周),1-3(全周)",全外文授课,,
计算机系,80240573,0,Web与信息检索,3,张敏,0,0,20,12,"2-4(全周),2-3(全周)",全外文授课,,
计算机系,80240593,0,计算机图形学基础,3,刘永进,0,0,25,15,1-2(全周),全外文授课,,
计算机系,80240613,0,分布式系统导论,3,章明星,0,0,38,9,5-2(全周),全外文授课,,
计算机系,80240632,0,大数据分析与处理,2,朱文武,0,0,65,22,1-6(全周),,,
计算机系,80240663,0,高级网络管理,3,裴丹,0,0,20,10,3-2(全周),全外文授课,,
计算机系,80240673,0,大数据分析与内存计算,3,李国良,0,0,90,75,5-2(全周),,,
计算机系,80240683,0,数据可视化,3,张松海,0,0,90,42,1-2(全周),,,
计算机系,80240683,200,数据可视化,3,陈鑫磊,0,0,20,0,4-2(全周),,,
计算机系,80240703,0,高级算法设计与分析,3,CHEN TI…,0,0,30,23,1-2(全周),,,
计算机系,80240743,0,深度学习,3,胡晓林,0,0,50,3,4-2(全周),全外文授课,,
计算机系,80240763,0,自然语言处理,3,刘知远,0,0,60,9,2-2(全周),全外文授课,,
计算机系,80240802,0,大模型与生成式人工智能,2,刘洋,0,0,120,0,4-6(全周),,,
计算机系,80240813,0,具身智能,3,刘华平,0,0,37,1,3-6(全周),,,
计算机系,80248033,200,密码学与网络安全,3,王兴军,0,0,30,24,1-2(全周),,,
自动化系,80250152,0,动态系统故障诊断与容错控制,2,何潇,0,0,20,15,"3-4(前八周),3-3(前八周)",,,
自动化系,80250342,0,智能交通系统概论,2,裴欣,5,3,15,8,4-2(全周),,,
自动化系,80250833,0,飞行控制系统,3,张涛,0,0,25,16,1-2(全周),,,
自动化系,80250842,0,现代服务理论与行业应用案例,2,杨吉江,0,0,60,24,(全周),,,
自动化系,80250943,0,机器学习基础,3,季向阳,0,0,38,9,3-2(全周),,,
自动化系,80251032,0,大数据学科前沿热点,2,陈峰,0,0,35,4,3-6(全周),,,
自动化系,80251051,0,面向即时配送的人工智能技术,1,贾庆山,10,6,50,34,1-2(前八周),,,
自动化系,80251062,0,计算机视觉,2,鲁继文,0,0,40,13,4-2(全周),,,
自动化系,80258092,0,现代制造与生产运作管理,2,张和明,0,0,60,24,(全周),,,
自动化系,80258102,0,信息化战略管理,2,黄双喜,0,0,60,45,(全周),,,
自动化系,80258122,0,人工神经网络及工业应用,2,尚超,0,0,60,18,(全周),,,
集成电路学院,80260042,0,PLL设计与时钟/频率产生,2,RHEE W…,0,0,34,3,4-2(全周),,,
集成电路学院,80260122,200,RFIC电路设计与实践,2,冯海刚,0,0,30,13,"1-4(1-10周),1-3(1-10周)",,,
集成电路学院,80260152,0,规模化量子计算机前沿研讨课,2,陈炜,0,0,40,19,2-3(全周),,,
集成电路学院,80260192,1,模拟集成电路设计与实践,2,贾海昆,0,0,49,2,1-6(全周),,,
集成电路学院,80260192,2,模拟集成电路设计与实践,2,揭路,0,0,50,1,2-6(全周),,,
集成电路学院,80260203,0,数字集成电路设计与实践,3,陈虹,0,0,60,0,"3-4(全周),3-3(全周)",,,
集成电路学院,80260293,0,大规模集成电路测试方法学,3,何虎,0,0,35,21,3-2(全周),,,
集成电路学院,80260312,0,集成电路先进制造原理与实践,2,田禾,0,0,65,0,3-3(全周),,,
集成电路学院,80260322,0,先进存储器技术,2,高滨,0,0,76,6,5-3(全周),,,
集成电路学院,80260363,0,自主智能系统信号处理与应用,3,谢翔,0,0,40,31,"5-4(全周),5-3(全周)",,,
航院,80310052,0,运动稳定性,2,李俊峰,5,2,5,2,1-4(全周),,,
航院,80310162,0,高等飞行器结构设计,2,郑钢铁,0,0,9,6,"3-4(前八周),2-4(前八周)",,,
航院,80310183,0,人机与环境工程,3,胡春华,0,0,8,1,1-2(全周),,,
航院,80310193,0,飞行器材料与结构,3,姚学锋,0,0,6,1,4-2(全周),,,
航院,80310202,0,结构优化设计,2,杜建镔,0,0,23,15,"3-2(前八周),2-1(前八周)",,,
航院,80310433,0,湍流燃烧:理论和模型,3,任祝寅,0,0,20,11,"2-4(全周),2-3(全周)",全外文授课,,
航院,80310563,0,微纳尺度力学行为表征与实验,3,李群仰,0,0,12,1,3-2(全周),,,
航院,80310573,0,流固热耦合理论与模拟,3,黄伟希,0,0,21,8,4-2(全周),,,
工物系,80320023,0,加速器最新进展,3,李任恺,5,5,15,4,5-2(全周),,,
工物系,80320072,0,加速器技术与实验,2,施嘉儒,0,0,20,4,1-6(前八周),,,
工物系,80320082,0,环境与辐射,2,曾志,0,0,25,18,4-1(全周),,,
工物系,80320122,0,加速器中的脉冲功率技术,2,杜应超,0,0,20,11,2-2(全周),,,
工物系,80320193,0,高温等离子体诊断技术,3,谭熠,5,4,15,5,1-2(全周),,,
工物系,80320223,0,核电厂事故分析,3,俞冀阳,0,0,20,11,2-2(全周),,,
工物系,80320223,200,核电厂事故分析,3,俞冀阳,0,0,40,30,"7-3(5-6周),7-2(5-6周),7…",,,
天文系,80320253,0,高能天体物理,3,CUI WEI…,10,5,16,5,2-2(全周),,,
工物系,80320403,0,核电厂安全分析,3,俞冀阳,0,0,28,7,"3-4(全周),3-3(全周)",全外文授课,,
工物系,80320433,0,高亮度电子束物理及应用,3,颜立新,10,10,20,10,1-2(全周),,,
工物系,80320493,0,核工程中的计算流体力学,3,俞冀阳,0,0,28,16,"5-4(全周),5-3(全周)",全外文授课,,
工物系,80320502,0,先进核能系统及其设计与管理,2,王侃,0,0,27,6,2-4(全周),全外文授课,,
工物系,80328063,200,核电厂系统和安全,3,盛选禹,0,0,30,20,"3-2(1,3,5周),3-1(1,3,5…",,,
航院,80330393,0,微细尺度流动与传热,3,梁新刚,0,0,20,10,1-2(全周),,,
航院,80330452,0,材料的力学行为,2,方菲,0,0,20,12,5-4(全周),,,
化工系,80340012,0,高分子前沿讲座,2,和亚宁,0,0,50,23,5-4(全周),,,
化工系,80340032,0,聚合物界面及表面,2,杨睿,0,0,20,5,2-4(全周),,,
化工系,80340153,0,胶体与界面科学,3,王凯,7,6,20,8,2-6(全周),,,
化工系,80340192,200,细胞培养工程,2,马岚,0,0,30,13,"3-2(后八周),5-2(后八周)",外文授课比例≥50%(双语课),,
化工系,80340442,0,化工高等实验,2,骞伟中,0,0,20,8,"5-4(前八周),5-3(前八周)",,,
化工系,80340502,0,现代生命科学与生物工程进展,2,张翀,0,0,20,1,"2-4(后八周),1-6(后八周)",全外文授课,,
材料学院,80350151,0,新型功能材料专题,1,潘峰,0,0,30,8,1-2(前八周),,,
材料学院,80350181,0,材料英文科技写作,1,GODFREY…,0,0,28,4,5-4(前八周),全外文授课,,
材料学院,80350212,200,环境材料进展,2,苏阳,0,0,40,32,"5-2(后八周),4-2(后八周)",,,
材料学院,80350342,200,新型能源材料导论,2,李宝华,0,0,20,12,"1-2(前八周),2-2(前八周)",,,
材料学院,80350382,0,薄膜物理与器件,2,曾飞,0,0,40,14,1-1(全周),,,
材料学院,80350382,200,薄膜物理与器件,2,苏阳,0,0,40,33,"5-3(5-12周),1-2(5-12周)",,,
材料学院,80350392,0,电子陶瓷性能测试技术,2,岳振星,0,0,30,19,2-2(全周),,,
材料学院,80350412,200,功能陶瓷先进制备技术,2,赵世玺,0,0,30,21,"2-6(前八周),1-6(前八周)",,,
材料学院,80350583,200,能源转化与能量存储,3,李宝华,0,0,20,10,"3-4(前八周),3-3(前八周…",,,
材料学院,80350722,0,材料设计,2,陈浩,0,0,10,2,4-6(全周),,,
材料学院,80350752,200,电催化,2,席靖宇,0,0,20,11,"1-3(前八周),3-3(前八周)",,,
材料学院,80350763,200,电子封装与热管理技术,3,杜鸿达,0,0,20,13,"2-4(全周),2-3(全周)",,,
材料学院,80350792,0,生物医用材料,2,王秀梅,0,0,30,2,5-1(全周),全外文授课,,
材料学院,80350802,0,先进材料加工技术,2,许庆彦,0,0,30,11,5-3(全周),全外文授课,,
材料学院,80350812,0,可持续发展的关键材料,2,伍晖,0,0,30,12,4-6(全周),全外文授课,,
材料学院,80350822,0,材料科学中的多尺度计算模拟,2,刘剑波,0,0,25,18,3-4(全周),全外文授课,,
材料学院,80350832,0,金属材料的力学性能,2,GODFREY…,0,0,30,28,1-3(全周),全外文授课,,
数学系,80420074,0,随机过程,4,陈金文,15,8,20,12,"4-2(全周),1-3(全周)",,,
数学系,80420144,0,泛函分析（II）,4,步尚全,10,5,25,14,"2-3(全周),4-1(全周)",,,
数学系,80420214,0,同调代数与交换代数,4,吴宝森,20,6,20,17,"3-3(全周),1-4(全周)",,,
数学系,80420944,0,对策论及其应用,4,谢金星,15,7,20,12,"5-2(全周),2-3(全周)",,,
数学系,80421423,0,几何流的动力学,3,薛金鑫,10,6,10,4,5-2(全周),,,
数学系,80421534,0,机器学习中的优化算法,4,张立平,15,2,30,17,"3-4(全周),1-6(全周)",,,
数学系,80428113,0,风险理论,3,唐宏岩,0,0,25,17,"3-4(全周),3-3(全周)",,,
数学系,80428123,0,计算金融学,3,王小群,0,0,35,27,2-2(全周),,,
数学系,80428143,0,多元统计分析,3,李东风,0,0,20,7,1-2(全周),,,
数学系,80428152,0,统计软件,2,李东风,0,0,20,6,3-2(1-11周),,,
物理系,80430273,0,表面物理,3,宋灿立,5,2,33,7,5-2(全周),,,
天文系,80430543,0,星系物理学,3,李成,10,6,20,9,1-2(全周),,,
物理系,80430554,0,有限温度量子场论,4,何联毅,20,7,30,12,"4-6(全周),1-6(全周)",,,
天文系,80430623,0,高等实测天体物理,3,蔡峥,5,2,25,12,3-6(全周),,,
物理系,80430643,0,量子计算机原理和架构,3,刘东,35,10,40,16,"1-4(全周),1-3(全周)",,,
物理系,80430653,0,凝聚态物理的光学性质,3,杨鲁懿,5,0,20,0,1-2(全周),,,
物理系,80430682,0,粒子宇宙学理论选题,2,鲜于中之,20,15,28,21,2-4(全周),,,
化学系,80440093,0,电化学原理,3,邱新平,5,2,28,1,"3-6(前八周),5-2(前八周)",,,
化学系,80440132,0,元素有机化学,2,席婵娟,5,2,10,6,4-6(全周),,,
化学系,80440283,0,材料化学导论,3,李强,2,1,45,0,3-2(全周),,,
化学系,80440402,200,药物化学专题实验,2,高丹,0,0,10,5,"6-5(9-14周),6-4(9-14周…",,,
生命学院,80450142,200,分子免疫学,2,马岚,0,0,30,18,"3-2(前八周),5-2(前八周)",外文授课比例≥50%(双语课),,
国际研究生院,80450242,200,药理学与药理实验技术,2,谢伟东,0,0,30,25,"5-2(7-16周),5-1(7-16周)",外文授课比例≥50%(双语课),,
生命学院,80450292,0,冷冻电镜三维重构技术和方法,2,李雪明,15,13,35,10,"1-3(前八周),3-3(前八周)",,,
基础医学院,80450332,0,研究神经通路与行为的方法,2,周牧,10,6,15,5,2-1(全周),,,
生命学院,80450372,0,生物电镜实验技术,2,李雪明,0,0,20,1,4-6(全周),,,
生命学院,80450451,0,化学生物学进展,1,DENG H…,10,9,35,9,4-2(前八周),,,
生命学院,80450502,0,高级植物生物学,2,戚益军,10,10,40,32,3-3(全周),,,
基础医学院,80450542,0,细胞通讯与细胞信号,2,常智杰,0,0,30,8,1-3(全周),,,
生命学院,80450561,0,细胞骨架和植物发育,1,黄善金,0,0,15,11,2-4(后八周),,,
生命学院,80450612,0,显微镜原理及其在生物学中的使用,2,陈春来,5,5,15,1,"5-4(前八周),5-3(前八周)",,,
生命学院,80450631,0,神经细胞兴奋性研究进展,1,李坤,5,4,20,8,1-6(前八周),,,
生命学院,80450813,0,生命科学新视野：分子研讨,3,李文辉,0,0,20,14,"1-2(后八周),3-2(后八周)",,,
生命学院,80450833,0,生命科学新视野：细胞研讨,3,袭荣文,0,0,20,13,"5-2(后八周),2-2(后八周)",,,
生命学院,80450853,0,生命科学新视野：生理研讨,3,QINGHUA…,0,0,20,9,"1-2(后八周),3-2(后八周)",,,
生命学院,80450873,0,生命科学新视野：交叉研讨,3,杜立林,0,0,20,10,"5-2(后八周),2-2(后八周)",,,
地学系,80460073,0,海气相互作用,3,WRIGHT…,0,0,30,28,"2-4(全周),2-3(全周)",全外文授课,,
地学系,80460193,0,气候变化科学概论,3,罗勇,30,30,60,50,4-2(全周),,,
地学系,80460213,0,地学高性能计算与大数据,3,黄小猛,9,9,20,6,"1-4(全周),1-3(全周)",,,
地学系,80460272,200,海洋生物地球化学,2,姜玥璐,0,0,18,0,"3-2(后八周),2-2(后八周)",外文授课比例≥50%(双语课),,
地学系,80460292,200,海洋生态毒理学,2,周进,0,0,30,20,"1-3(前八周),2-2(前八周)",,,
地学系,80460313,0,陆面过程,3,阳坤,15,15,20,16,4-6(全周),,,
地学系,80460353,0,地球系统科学的统计方法,3,徐世明,0,0,20,12,"5-4(全周),5-3(全周)",,,
地学系,80460384,0,地球系统模式导论与试验,4,刘利,0,0,25,11,"3-3(全周),3-2(全周)",,,
地学系,80460402,0,生态系统碳汇评估与增汇技术,2,杨军,0,0,50,34,2-3(全周),,,
地学系,80460402,200,生态系统碳汇评估与增汇技术,2,范远超,0,0,30,0,4-2(1-11周),,,
交叉信息院,80470084,0,随机网络优化理论,4,黄隆波,5,0,20,13,"1-4(全周),1-3(全周)",,,
交叉信息院,80470154,0,高等量子统计力学,4,徐勇,10,8,15,14,"5-4(全周),5-3(全周)",外文授课比例≥50%(双语课),,
交叉信息院,80470163,0,高等量子信息学,3,吴宇恺,10,6,30,16,4-2(全周),全外文授课,,
交叉信息院,80470173,0,量子电子学和高等原子物理学,3,濮云飞,6,0,15,4,5-6(全周),全外文授课,,
交叉信息院,80470182,0,信息物理学,2,孙麓岩,5,0,20,10,3-3(全周),全外文授课,,
交叉信息院,80470214,0,高等理论计算机科学,4,李建,10,6,20,6,1-2(全周),全外文授课,,
交叉信息院,80470253,0,深度强化学习,3,许华哲,60,0,60,0,"2-4(全周),2-3(全周)",全外文授课,,
交叉信息院,80470282,0,因果推断前沿探究,2,王禹皓,10,5,20,10,1-3(全周),全外文授课,,
交叉信息院,80470322,0,三维视觉计算,2,弋力,20,1,30,9,4-2(全周),全外文授课,,
交叉信息院,80470342,0,智能机器人前沿探究,2,陈建宇,10,0,30,17,5-2(全周),全外文授课,,
交叉信息院,80470353,0,多方安全计算：理论与应用,3,宋一凡,15,10,25,21,2-2(全周),全外文授课,,
交叉信息院,80470363,0,物理仿真,3,杜韬,15,5,15,8,3-2(全周),全外文授课,,
天文系,80480122,0,观测天体物理专题,2,李菂,15,15,25,17,5-2(全周),,,
高研院,80480152,0,凝聚态物理中的场论专题,2,姚宏,40,11,40,23,5-4(全周),,,
经管学院,80510092,0,投入产出分析,2,潘文卿,0,0,30,13,1-6(全周),,,
经管学院,80510193,1,会计学,3,谢德仁,0,0,75,75,"5-6(1-6,8-9,12-14周)",,,
经管学院,80510193,2,会计学,3,谢德仁,0,0,75,75,"7-2(1-6,8-9,12-14,16周…",,,
经管学院,80510193,3,会计学,3,陈武朝,0,0,75,75,"5-6(2,4,6,8-9,12,14周)",,,
经管学院,80510262,0,销售管理,2,宋学宝,0,0,50,7,"1-4(后八周),1-3(后八周)",,,
经管学院,80510312,0,投资学,2,杨之曙,0,0,75,75,2-6(前八周),,,
经管学院,80510742,0,创业管理,2,张帏,0,0,75,75,"3-6(9-10,12-16周)",,,
经管学院,80510762,0,项目管理,2,李纪珍,0,0,60,22,"2-4(前八周),2-3(前八周)",,,
经管学院,80510803,0,税务筹划,3,陈晓,0,0,75,75,"4-6(1-10,12周)",,,
经管学院,80510872,0,营销研究,2,,0,0,35,0,"2-4(后八周),2-3(后八周)",全外文授课,,
经管学院,80511262,2,商业伦理学,2,潘庆中,0,0,45,4,"2-2(前八周),2-1(前八周)",全外文授课,,
经管学院,80511421,1,管理沟通,1,HAO JIE,0,0,75,75,"3-2(1-2,4-8,12-13,16周…",全外文授课,,
经管学院,80511421,2,管理沟通,1,HAO JIE,0,0,75,75,"3-4(1-2,4-8,16周),3-3(1…",全外文授课,,
经管学院,80511502,1,营销管理,2,ZHANG…,0,0,75,75,(前八周),全外文授课,,
经管学院,80511502,2,营销管理,2,梁屹天,0,0,75,75,"6-5(8,13-14周),6-4(8,1…",,,
经管学院,80511503,1,营销管理,3,于春玲,0,0,75,75,"6-1(8-9,12-14,16周),6-…",,,
经管学院,80511503,2,营销管理,3,于春玲,0,0,75,75,"7-6(8-9,12-14周),7-5(8-…",,,
